"","X","violation","Sample.Name","File.Name","A.CT.mean","B.CT.mean","C.CT.mean","D.CT.mean","A.CT.sd","B.CT.sd","C.CT.sd","D.CT.sd","A.reps","B.reps","C.reps","D.reps","A.B","A.C","A.D","B.A","B.C","B.D","C.A","C.B","C.D","D.A","D.B","D.C","Sample.Plate","ID","Species","Region","Site","CollectionDate","Season","Rain","propA","propB","propC","propD","dom","background","totalSym","redo"
"11",27,"reps","Sample 4","UrbanPopgen_Plate04_6-30-23_data.csv",26.1758728,28.39775467,23.32327175,27.66944218,NA,NA,0.0866229,0.030347079,1,1,2,2,0,0,0,0,0,0,0,0,2.652901241,0,0,0.376945807,"Sample 4_UrbanPopgen_Plate04_6-30-23_data.csv","urban_031","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",0,0,0.726244994,0.273755006,"C","",1,"y"
"12",511,"reps","Sample 2","UrbanPopgen_Plate49_1-19-24_data.csv",35.55851746,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 2_UrbanPopgen_Plate49_1-19-24_data.csv","Peanut_016","Mcav","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,0,"","",0,"y"
"13",531,"reps","Sample 4","UrbanPopgen_Plate49_1-19-24_data.csv",38.79760742,32.40564728,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 4_UrbanPopgen_Plate49_1-19-24_data.csv","Peanut_053","Mcav","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,0,"","",0,"y"
"14",16,"stdv","Sample 10","UrbanPopgen_Plate39_1-16-24_data.csv",16.13683319,35.82375717,22.23204899,NA,1.984403102,NA,0.030638399,NA,2,1,2,0,0,174.7141632,0,0,0,0,0.005723634,0,0,0,0,0,"Sample 10_UrbanPopgen_Plate39_1-16-24_data.csv","urban_043","Mcav","Broward reef","FTL4","22-Aug","Summer","Wet",0,0,1,0,"C","",1,"y"
"15",17,"stdv","Sample 11","UrbanPopgen_Plate39_1-16-24_data.csv",15.26535654,20.62974644,32.13428307,NA,1.884636459,0.32796722,0.381047972,NA,2,2,2,0,4.57719861,305870.9312,0,0.218474243,66824.92005,0,3.27e-06,1.5e-05,0,0,0,0,"Sample 11_UrbanPopgen_Plate39_1-16-24_data.csv","urban_044","Mcav","Broward reef","FTL4","22-Aug","Summer","Wet",0,0.999985036,1.5e-05,0,"B","C",1,"y"
"16",19,"stdv","Sample 2","UrbanPopgen_Plate39_1-16-24_data.csv",19.62823773,32.74065018,22.02532101,NA,1.690002312,NA,0.007200702,NA,2,1,2,0,0,13.46106111,0,0,0,0,0.074288349,0,0,0,0,0,"Sample 2_UrbanPopgen_Plate39_1-16-24_data.csv","urban_046","Mcav","Broward reef","FTL4","22-Aug","Summer","Wet",0,0,1,0,"C","",1,"y"
"17",23,"stdv","Sample 6","UrbanPopgen_Plate39_1-16-24_data.csv",18.72782803,30.81333065,28.27194881,NA,0.343984369,0.523431496,4.279515471,NA,2,2,2,0,482.8989842,1907.88399,0,0.002070826,3.950896672,0,0.000524141,0.2531071,0,0,0,0,"Sample 6_UrbanPopgen_Plate39_1-16-24_data.csv","urban_050","Mcav","Broward reef","FTL4","22-Aug","Summer","Wet",0.997933453,0.002066547,0,0,"A","B",1,"y"
"18",241,"stdv","Sample 7","UrbanPopgen_Plate39_1-16-24_data.csv",18.2443533,32.00520039,23.51845742,NA,0.723778047,0.947152301,4.324034681,NA,2,2,2,0,1542.358142,98.88920078,0,0.000648358,0.064115589,0,0.010112328,15.5968309,0,0,0,0,"Sample 7_UrbanPopgen_Plate39_1-16-24_data.csv","urban_051","Mcav","Broward reef","FTL4","22-Aug","Summer","Wet",0.999352062,0.000648,0,0,"A","B",1,"y"
"19",25,"stdv","Sample 8","UrbanPopgen_Plate39_1-16-24_data.csv",15.45358563,NA,25.31503868,29.70331764,1.765224657,NA,3.715577152,NA,2,0,2,1,0,2377.26993,0,0,0,0,0.000420651,0,0,0,0,0,"Sample 8_UrbanPopgen_Plate39_1-16-24_data.csv","urban_055","Mcav","Broward reef","BC1","22-Aug","Summer","Wet",0,0,0,0,"","",0,"y"
"20",271,"stdv","Sample 1","UrbanPopgen_Plate40_1-16-24_data.csv",27.15067101,33.26652908,24.05715084,NA,4.945062087,0.845753054,0.25283658,NA,2,2,2,0,7.705737676,0.299393912,0,0.129773429,0.038853375,0,3.340081279,25.73779015,0,0,0,0,"Sample 1_UrbanPopgen_Plate40_1-16-24_data.csv","urban_058","Mcav","Broward reef","BC1","22-Aug","Summer","Wet",0,0.037400249,0.962599751,0,"C","B",1,"y"
"21",31,"stdv","Sample 2","UrbanPopgen_Plate40_1-16-24_data.csv",25.7004633,31.74680138,25.54933834,NA,3.986737166,NA,1.950142095,NA,2,1,2,0,0,2.301400388,0,0,0,0,0.434518046,0,0,0,0,0,"Sample 2_UrbanPopgen_Plate40_1-16-24_data.csv","urban_067","Mcav","Broward reef","BC1","22-Aug","Summer","Wet",0,0,0,0,"","",0,"y"
"22",32,"stdv","Sample 3","UrbanPopgen_Plate40_1-16-24_data.csv",24.73064423,NA,22.5686903,36.90755463,1.587391926,NA,0.372986792,NA,2,0,2,1,0,0.571047646,0,0,0,0,1.751167361,0,0,0,0,0,"Sample 3_UrbanPopgen_Plate40_1-16-24_data.csv","urban_071","Mcav","Broward reef","BC1","22-Aug","Summer","Wet",0,0,1,0,"C","",1,"y"
"23",12,"stdv","Sample 11","UrbanPopgen_Plate03_6-30-23_data.csv",25.0876646,32.01556397,31.79612828,20.56312943,3.116518705,0.275496078,0.071420366,0.140877018,2,2,2,2,13.52891619,267.2600945,0.01448298,0.073915751,19.75473059,0.00107052,0.003741673,0.050620787,5.42e-05,69.046562,934.1251504,18453.39068,"Sample 11_UrbanPopgen_Plate03_6-30-23_data.csv","urban_006","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",0,0.001069318,5.41e-05,0.998876553,"D","BC",1,"y"
"24",161,"stdv","Sample 4","UrbanPopgen_Plate03_6-30-23_data.csv",21.04648018,35.5796299,NA,20.70139218,1.574644028,4.492497993,NA,0.124952931,2,2,0,2,2634.337937,0,0.262419984,0.000379602,0,9.96e-05,0,0,0,3.810685394,10038.6331,0,"Sample 4_UrbanPopgen_Plate03_6-30-23_data.csv","urban_199","Mcav","Miami urban","MacArthur North","23-Jan","Winter","Dry",0,0,0,1,"D","",1,"y"
"25",26,"stdv","Sample 3","UrbanPopgen_Plate04_6-30-23_data.csv",25.34542465,30.72720718,32.18673706,20.61559678,3.439760083,0.010366101,0.246445098,0.037626007,2,2,2,2,4.632713705,293.0390999,0.012561997,0.215856205,63.25430808,0.002711585,0.003412514,0.0158092,4.29e-05,79.6051783,368.7880005,23327.4298,"Sample 3_UrbanPopgen_Plate04_6-30-23_data.csv","urban_015","Mcav","Miami urban","Star Island","22-Jul","Summer","Wet",0,0.002704137,4.28e-05,0.997253113,"D","BC",1,"y"
"26",30,"stdv","Sample 7","UrbanPopgen_Plate04_6-30-23_data.csv",24.97176934,NA,19.46757889,NA,7.555960227,NA,0.125771591,NA,2,0,2,0,0,0.056306548,0,0,0,0,17.75992391,0,0,0,0,0,"Sample 7_UrbanPopgen_Plate04_6-30-23_data.csv","urban_074","Mcav","Miami urban","Star Island","22-Sep","Fall","Wet",0,0,1,0,"C","",1,"y"
"27",321,"stdv","Sample 9","UrbanPopgen_Plate04_6-30-23_data.csv",30.97127057,29.15493393,NA,22.82356262,2.253008679,0.991393681,NA,0.001200342,2,2,0,2,0.031549006,0,0.001175369,31.69671977,0,0.037255344,0,0,0,850.7965929,26.84178675,0,"Sample 9_UrbanPopgen_Plate04_6-30-23_data.csv","urban_131","Mcav","Miami urban","Star Island","22-Oct","Fall","Wet",0,0.035917235,0,0.964082765,"D","B",1,"y"
"28",561,"stdv","Sample 7","UrbanPopgen_Plate49_1-19-24_data.csv",34.3316536,NA,NA,NA,2.624676448,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 7_UrbanPopgen_Plate49_1-19-24_data.csv","Peanut_091","Mcav","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,0,"","",0,"y"
"29",46,"reps","Sample 8","UrbanPopgen_Plate32_7-13-23_data.csv",26.14899826,23.50164891,NA,35.26170349,NA,0.016727919,NA,NA,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 8_UrbanPopgen_Plate32_7-13-23_data.csv","urban_166","Ofav","Miami reef","Emerald Reef","23-Jan","Winter","Dry",0,1,0,0,"B","",1,"y"
"30",161,"reps","Sample 11","UrbanPopgen_Plate43_1-18-24_data.csv",29.45652104,28.33535385,31.21681977,23.63779926,0.683095889,NA,1.197029837,0.002261766,2,1,2,2,0,8.6574112,0.005905667,0,0,0,0.115507971,0,0.000682152,169.3288837,0,1465.949775,"Sample 11_UrbanPopgen_Plate43_1-18-24_data.csv","urban_293","Pseu","Broward reef","T328","23-May","Spring","Dry",0.005867016,0,0.000678,0.993455297,"D","AC",1,"y"
"31",162,"reps","Sample 12","UrbanPopgen_Plate43_1-18-24_data.csv",34.13153267,22.21033478,35.33453656,NA,1.722259144,NA,5.339479716,NA,2,1,2,0,0,5.883362132,0,0,0,0,0.169970839,0,0,0,0,0,"Sample 12_UrbanPopgen_Plate43_1-18-24_data.csv","urban_296","Pseu","Broward reef","T328","23-May","Spring","Dry",0,0,0,0,"","",0,"y"
"32",172,"reps","Sample 2","UrbanPopgen_Plate45_1-19-24_data.csv",32.77054214,33.39748383,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 2_UrbanPopgen_Plate45_1-19-24_data.csv","Peanut_027","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,0,"","",0,"y"
"33",175,"reps","Sample 5","UrbanPopgen_Plate45_1-19-24_data.csv",NA,NA,NA,33.86920929,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 5_UrbanPopgen_Plate45_1-19-24_data.csv","Peanut_031","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,0,"","",0,"y"
"34",184,"reps","Sample 3","UrbanPopgen_Plate46_1-19-24_data.csv",NA,27.36781884,NA,37.00938416,NA,0.119454285,NA,NA,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 3_UrbanPopgen_Plate46_1-19-24_data.csv","Peanut_040","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,1,0,0,"B","",1,"y"
"35",188,"reps","Sample 7","UrbanPopgen_Plate46_1-19-24_data.csv",NA,36.99856567,NA,29.84057808,NA,NA,NA,0.229837217,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 7_UrbanPopgen_Plate46_1-19-24_data.csv","Peanut_046","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,1,"D","",1,"y"
"36",210,"reps","Sample 4","UrbanPopgen_Plate53_1-23-24_data.csv",30.46311379,37.1013298,NA,38.95999908,1.644420328,NA,NA,NA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 4_UrbanPopgen_Plate53_1-23-24_data.csv","urban_408","Pseu","North Miami reef","South Canyon","24-Jan","Winter","Dry",0,0,0,0,"","",0,"y"
"37",214,"reps","Sample 8","UrbanPopgen_Plate53_1-23-24_data.csv",26.49956704,22.6263504,NA,34.13433456,1.096039248,NA,NA,NA,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 8_UrbanPopgen_Plate53_1-23-24_data.csv","urban_414","Pseu","North Miami reef","South Canyon","24-Jan","Winter","Dry",1,0,0,0,"A","",1,"y"
"38",224,"reps","Sample 6","UrbanPopgen_Plate55_1-24-24_data.csv",NA,20.4590168,33.06784058,35.24352455,NA,NA,1.065181009,3.625511024,0,1,2,2,0,0,0,0,0,0,0,0,0.589304227,0,0,1.696916387,"Sample 6_UrbanPopgen_Plate55_1-24-24_data.csv","urban_456","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0,0,1,0,"C","",1,"y"
"39",225,"reps","Sample 7","UrbanPopgen_Plate55_1-24-24_data.csv",23.60889531,21.12741375,26.50055885,34.51908875,0.230097518,0.285410366,NA,NA,2,2,1,1,0.019895603,0,0,50.26236188,0,0,0,0,0,0,0,0,"Sample 7_UrbanPopgen_Plate55_1-24-24_data.csv","urban_457","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0.01950749,0.98049251,0,0,"B","A",1,"y"
"40",237,"reps","Sample 4","UrbanPopgen_Plate58-1-24-24_data.csv",28.13054466,NA,27.05234814,28.76021385,2.055671065,NA,0.441603211,NA,2,0,2,1,0,1.210363536,0,0,0,0,0.826198056,0,0,0,0,0,"Sample 4_UrbanPopgen_Plate58-1-24-24_data.csv","urban_460","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0,0,1,0,"C","",1,"y"
"41",240,"reps","Sample 7","UrbanPopgen_Plate58-1-24-24_data.csv",22.89704705,23.24101639,32.86732483,34.37588501,0.772974549,NA,NA,0.280497055,2,1,1,2,0,0,951.3784024,0,0,0,0,0,0,0.001051106,0,0,"Sample 7_UrbanPopgen_Plate58-1-24-24_data.csv","urban_478","Pseu","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0.998949997,0,0,0.001050003,"A","D",1,"y"
"42",140,"stdv","Sample 5","UrbanPopgen_Plate29_7-13-23_data.csv",27.34020901,25.50598813,34.24586106,25.85897637,0.081694755,1.506366129,0.903547515,0.379507752,2,2,2,2,0.031160326,306.403508,0.119394217,32.09209085,9833.129217,3.831610044,0.00326367,0.000101697,0.000389663,8.375615075,0.260986893,2566.317841,"Sample 5_UrbanPopgen_Plate29_7-13-23_data.csv","urban_018","Pseu","Miami urban","Star Island","22-Jul","Summer","Wet",0.106622553,0,0.000348,0.893029466,"D","C",1,"y"
"43",168,"stdv","Sample 1","UrbanPopgen_Plate45_1-19-24_data.csv",NA,NA,NA,34.99937058,NA,NA,NA,2.942521682,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 1_UrbanPopgen_Plate45_1-19-24_data.csv","Peanut_017","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,0,"","",0,"y"
"44",191,"stdv","Sample 1","UrbanPopgen_Plate48_1-19-24_data.csv",NA,NA,NA,35.12586594,NA,NA,NA,2.596353767,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 1_UrbanPopgen_Plate48_1-19-24_data.csv","Peanut_051","Pseu","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,0,"","",0,"y"
"45",141,"reps","Sample 2","UrbanPopgen_Plate47_1-16-24_data.csv",NA,NA,NA,36.99762726,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 2_UrbanPopgen_Plate47_1-16-24_data.csv","Peanut_060","Dlab","Palm Beach urban","Peanut Island","23-Mar","Spring","Dry",0,0,0,0,"","",0,"y"
"46",36,"reps","Sample 5","UrbanPopgen_Plate55_1-24-24_data.csv",27.00060654,20.30470848,27.80988122,27.58774376,NA,NA,0.02744333,NA,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Sample 5_UrbanPopgen_Plate55_1-24-24_data.csv","urban_455","Dlab","Miami urban","Miami Beach Marina","24-Jan","Winter","Dry",0,0,1,0,"C","",1,"y"
"47",32,"stdv","Sample 6","UrbanPopgen_Plate52_1-22-24_data.csv",38.59813309,35.3498497,NA,21.89802265,0.965878992,NA,NA,1.750224426,2,1,0,2,0,0,3.13e-06,0,0,0,0,0,0,319415.0878,0,0,"Sample 6_UrbanPopgen_Plate52_1-22-24_data.csv","urban_348","Dlab","Miami urban","MacArthur North","23-Aug","Summer","Wet",0,0,0,0,"","",0,"y"
"48",33,"stdv","Sample 7","UrbanPopgen_Plate52_1-22-24_data.csv",38.16387749,37.82138062,NA,25.04563332,0.360520768,NA,NA,1.554219326,2,1,0,2,0,0,3.75e-05,0,0,0,0,0,0,26675.1114,0,0,"Sample 7_UrbanPopgen_Plate52_1-22-24_data.csv","urban_347","Dlab","Miami urban","MacArthur North","23-Aug","Summer","Wet",0,0,0,0,"","",0,"y"
